,name,skin_tone,gender,age,cluster
117,train/TRAIN0425.png,monk_5,male,0_17,1
118,train/TRAIN0432.png,monk_1,male,18_30,1
119,train/TRAIN0442.png,monk_8,male,0_17,2
120,train/TRAIN0444.png,monk_4,male,0_17,2
121,train/TRAIN0445.png,monk_5,male,31_60,6
122,train/TRAIN0446.png,monk_6,male,18_30,1
124,train/TRAIN0459.png,monk_2,male,31_60,1
125,train/TRAIN0463.png,monk_7,male,31_60,1
126,train/TRAIN0470.png,monk_7,male,31_60,1
127,train/TRAIN0471.png,monk_3,male,0_17,8
128,train/TRAIN0477.png,monk_3,male,0_17,8
129,train/TRAIN0478.png,monk_9,male,31_60,1
131,train/TRAIN0495.png,monk_7,male,0_17,1
132,train/TRAIN0497.png,monk_9,male,61_100,6
134,train/TRAIN0508.png,monk_3,male,18_30,2
135,train/TRAIN0509.png,monk_8,male,31_60,1
136,train/TRAIN0515.png,monk_1,male,18_30,2
137,train/TRAIN0516.png,monk_2,male,18_30,2
138,train/TRAIN0519.png,monk_5,male,31_60,1
139,train/TRAIN0520.png,monk_3,male,31_60,8
140,train/TRAIN0524.png,monk_6,male,31_60,0
142,train/TRAIN0528.png,monk_3,male,31_60,1
144,train/TRAIN0531.png,monk_3,male,31_60,2
147,train/TRAIN0544.png,monk_3,male,0_17,1
148,train/TRAIN0551.png,monk_3,male,0_17,2
149,train/TRAIN0553.png,monk_2,male,0_17,1
150,train/TRAIN0555.png,monk_6,male,18_30,2
151,train/TRAIN0557.png,monk_3,male,18_30,2
152,train/TRAIN0558.png,monk_5,male,61_100,3
155,train/TRAIN0564.png,monk_2,male,0_17,7
156,train/TRAIN0566.png,monk_2,male,18_30,1
157,train/TRAIN0570.png,monk_4,male,31_60,6
159,train/TRAIN0584.png,monk_6,male,61_100,2
160,train/TRAIN0585.png,monk_5,male,31_60,2
162,train/TRAIN0595.png,monk_10,male,0_17,1
163,train/TRAIN0596.png,monk_7,male,18_30,0
164,train/TRAIN0598.png,monk_7,male,31_60,1
165,train/TRAIN0601.png,monk_6,male,0_17,1
166,train/TRAIN0607.png,monk_2,male,18_30,2
167,train/TRAIN0610.png,monk_3,male,18_30,6
168,train/TRAIN0615.png,monk_2,male,0_17,3
169,train/TRAIN0618.png,monk_4,male,18_30,1
170,train/TRAIN0626.png,monk_2,male,0_17,7
171,train/TRAIN0627.png,monk_4,male,18_30,1
175,train/TRAIN0636.png,monk_7,male,0_17,6
177,train/TRAIN0641.png,monk_4,male,31_60,6
178,train/TRAIN0642.png,monk_5,male,31_60,2
179,train/TRAIN0643.png,monk_7,male,31_60,0
181,train/TRAIN0652.png,monk_3,male,18_30,0
182,train/TRAIN0657.png,monk_5,male,18_30,1
183,train/TRAIN0658.png,monk_3,male,31_60,1
184,train/TRAIN0662.png,monk_4,male,31_60,2
187,train/TRAIN0672.png,monk_5,male,61_100,2
188,train/TRAIN0681.png,monk_4,male,31_60,6
189,train/TRAIN0684.png,monk_6,male,61_100,2
191,train/TRAIN0687.png,monk_5,male,0_17,2
192,train/TRAIN0690.png,monk_4,male,18_30,2
194,train/TRAIN0706.png,monk_1,male,0_17,1
197,train/TRAIN0722.png,monk_6,male,0_17,1
198,train/TRAIN0725.png,monk_9,male,31_60,2
201,train/TRAIN0729.png,monk_3,male,61_100,2
202,train/TRAIN0737.png,monk_7,male,31_60,3
203,train/TRAIN0739.png,monk_3,male,31_60,1
204,train/TRAIN0746.png,monk_7,male,61_100,2
205,train/TRAIN0753.png,monk_7,male,0_17,6
206,train/TRAIN0754.png,monk_2,male,0_17,1
207,train/TRAIN0755.png,monk_4,male,0_17,1
208,train/TRAIN0759.png,monk_2,male,0_17,7
211,train/TRAIN0773.png,monk_3,male,31_60,2
213,train/TRAIN0779.png,monk_4,male,31_60,2
215,train/TRAIN0783.png,monk_3,male,0_17,2
216,train/TRAIN0785.png,monk_5,male,31_60,6
217,train/TRAIN0786.png,monk_3,male,0_17,7
218,train/TRAIN0800.png,monk_7,male,31_60,2
219,train/TRAIN0802.png,monk_7,male,0_17,1
221,train/TRAIN0816.png,monk_6,male,31_60,3
222,train/TRAIN0817.png,monk_4,male,18_30,1
225,train/TRAIN0829.png,monk_5,male,18_30,1
226,train/TRAIN0831.png,monk_2,male,0_17,3
227,train/TRAIN0843.png,monk_2,male,18_30,1
228,train/TRAIN0844.png,monk_3,male,0_17,2
229,train/TRAIN0855.png,monk_3,male,18_30,3
230,train/TRAIN0858.png,monk_6,male,18_30,6
231,train/TRAIN0859.png,monk_7,male,0_17,1
233,train/TRAIN0864.png,monk_4,male,18_30,6
234,train/TRAIN0865.png,monk_3,male,18_30,6
235,train/TRAIN0867.png,monk_7,male,18_30,1
236,train/TRAIN0870.png,monk_3,male,18_30,6
237,train/TRAIN0874.png,monk_7,male,31_60,2
238,train/TRAIN0880.png,monk_6,male,18_30,2
239,train/TRAIN0882.png,monk_6,male,0_17,1
240,train/TRAIN0884.png,monk_6,male,61_100,2
241,train/TRAIN0885.png,monk_8,male,61_100,2
242,train/TRAIN0886.png,monk_5,male,31_60,2
243,train/TRAIN0887.png,monk_6,male,0_17,2
244,train/TRAIN0889.png,monk_4,male,18_30,6
245,train/TRAIN0893.png,monk_5,male,31_60,2
247,train/TRAIN0896.png,monk_4,male,31_60,2
248,train/TRAIN0897.png,monk_9,male,0_17,1
250,train/TRAIN0901.png,monk_2,male,18_30,2
251,train/TRAIN0910.png,monk_6,male,18_30,1
252,train/TRAIN0923.png,monk_6,male,31_60,0
254,train/TRAIN0945.png,monk_6,male,31_60,6
255,train/TRAIN0948.png,monk_1,male,0_17,1
259,train/TRAIN0962.png,monk_8,male,0_17,1
261,train/TRAIN0975.png,monk_5,male,0_17,6
262,train/TRAIN0978.png,monk_3,male,18_30,1
265,train/TRAIN0989.png,monk_2,male,18_30,6
266,train/TRAIN0999.png,monk_6,male,61_100,1
268,train/TRAIN10003.png,monk_3,male,31_60,1
269,train/TRAIN10004.png,monk_1,male,0_17,7
270,train/TRAIN10005.png,monk_5,male,61_100,1
271,train/TRAIN10006.png,monk_6,male,18_30,2
272,train/TRAIN1001.png,monk_3,male,18_30,3
273,train/TRAIN10013.png,monk_5,male,18_30,6
275,train/TRAIN10017.png,monk_2,male,0_17,7
276,train/TRAIN10020.png,monk_5,male,18_30,1
277,train/TRAIN10023.png,monk_3,male,31_60,1
279,train/TRAIN10028.png,monk_3,male,31_60,1
281,train/TRAIN10031.png,monk_8,male,0_17,1
283,train/TRAIN1004.png,monk_5,male,31_60,1
284,train/TRAIN10041.png,monk_4,male,18_30,2
285,train/TRAIN10042.png,monk_1,male,31_60,1
286,train/TRAIN10046.png,monk_7,male,31_60,2
288,train/TRAIN10051.png,monk_6,male,18_30,6
289,train/TRAIN10054.png,monk_6,male,31_60,1
291,train/TRAIN10056.png,monk_2,male,0_17,2
292,train/TRAIN10057.png,monk_5,male,18_30,8
293,train/TRAIN10058.png,monk_9,male,18_30,2
294,train/TRAIN10061.png,monk_4,male,18_30,6
295,train/TRAIN10063.png,monk_5,male,0_17,1
296,train/TRAIN10064.png,monk_5,male,18_30,1
298,train/TRAIN10072.png,monk_2,male,18_30,1
299,train/TRAIN10074.png,monk_5,male,18_30,2
300,train/TRAIN10078.png,monk_5,male,18_30,1
301,train/TRAIN10079.png,monk_9,male,31_60,1
302,train/TRAIN1008.png,monk_5,male,18_30,1
303,train/TRAIN10086.png,monk_5,male,0_17,2
304,train/TRAIN1009.png,monk_9,male,0_17,5
305,train/TRAIN10090.png,monk_2,male,18_30,6
306,train/TRAIN10095.png,monk_9,male,0_17,1
307,train/TRAIN10104.png,monk_9,male,0_17,1
309,train/TRAIN10107.png,monk_7,male,0_17,2
310,train/TRAIN10109.png,monk_7,male,18_30,1
311,train/TRAIN10110.png,monk_4,male,31_60,2
313,train/TRAIN10116.png,monk_3,male,61_100,1
314,train/TRAIN10118.png,monk_6,male,31_60,1
316,train/TRAIN10122.png,monk_1,male,18_30,1
317,train/TRAIN10123.png,monk_3,male,18_30,2
318,train/TRAIN10134.png,monk_9,male,18_30,3
320,train/TRAIN10137.png,monk_3,male,18_30,2
321,train/TRAIN10138.png,monk_4,male,0_17,1
327,train/TRAIN10168.png,monk_4,male,0_17,2
331,train/TRAIN10179.png,monk_5,male,0_17,1
332,train/TRAIN1019.png,monk_5,male,0_17,1
333,train/TRAIN10191.png,monk_3,male,31_60,3
334,train/TRAIN10193.png,monk_2,male,0_17,2
337,train/TRAIN1021.png,monk_4,male,31_60,1
338,train/TRAIN10219.png,monk_2,male,0_17,2
340,train/TRAIN10226.png,monk_8,male,18_30,2
341,train/TRAIN10229.png,monk_5,male,18_30,1
342,train/TRAIN1023.png,monk_6,male,31_60,1
345,train/TRAIN10240.png,monk_8,male,31_60,2
347,train/TRAIN10251.png,monk_3,male,18_30,1
349,train/TRAIN10256.png,monk_4,male,18_30,2
351,train/TRAIN10264.png,monk_5,male,31_60,0
352,train/TRAIN10265.png,monk_4,male,18_30,3
353,train/TRAIN10270.png,monk_6,male,18_30,1
354,train/TRAIN10271.png,monk_4,male,0_17,1
356,train/TRAIN10279.png,monk_3,male,61_100,2
359,train/TRAIN10282.png,monk_4,male,18_30,2
360,train/TRAIN10283.png,monk_7,male,18_30,1
361,train/TRAIN10286.png,monk_4,male,0_17,1
362,train/TRAIN1029.png,monk_8,male,0_17,2
364,train/TRAIN10299.png,monk_7,male,31_60,0
366,train/TRAIN10304.png,monk_6,male,0_17,1
367,train/TRAIN10306.png,monk_8,male,0_17,1
368,train/TRAIN10309.png,monk_2,male,0_17,1
372,train/TRAIN10331.png,monk_7,male,31_60,1
373,train/TRAIN10335.png,monk_9,male,18_30,2
374,train/TRAIN10338.png,monk_4,male,18_30,2
377,train/TRAIN10349.png,monk_3,male,31_60,1
379,train/TRAIN10351.png,monk_7,male,18_30,1
380,train/TRAIN10356.png,monk_7,male,31_60,6
382,train/TRAIN10365.png,monk_9,male,18_30,2
385,train/TRAIN10375.png,monk_2,male,31_60,6
386,train/TRAIN10377.png,monk_1,male,0_17,8
387,train/TRAIN1038.png,monk_9,male,0_17,1
388,train/TRAIN10383.png,monk_2,male,31_60,1
389,train/TRAIN10386.png,monk_5,male,18_30,1
390,train/TRAIN10388.png,monk_3,male,0_17,1
391,train/TRAIN10389.png,monk_3,male,18_30,1
392,train/TRAIN10394.png,monk_3,male,0_17,2
394,train/TRAIN10399.png,monk_7,male,61_100,2
395,train/TRAIN10401.png,monk_4,male,0_17,2
396,train/TRAIN10402.png,monk_9,male,31_60,2
397,train/TRAIN10403.png,monk_3,male,18_30,2
398,train/TRAIN10404.png,monk_2,male,31_60,6
399,train/TRAIN10407.png,monk_4,male,31_60,1
401,train/TRAIN10412.png,monk_4,male,18_30,2
403,train/TRAIN10431.png,monk_4,male,0_17,1
404,train/TRAIN1044.png,monk_5,male,0_17,8
405,train/TRAIN10440.png,monk_4,male,18_30,1
406,train/TRAIN10447.png,monk_3,male,18_30,2
407,train/TRAIN10450.png,monk_6,male,31_60,1
408,train/TRAIN10452.png,monk_4,male,0_17,1
409,train/TRAIN10455.png,monk_3,male,18_30,1
411,train/TRAIN10458.png,monk_7,male,0_17,1
413,train/TRAIN10473.png,monk_8,male,18_30,1
414,train/TRAIN10475.png,monk_2,male,18_30,1
415,train/TRAIN10484.png,monk_8,male,18_30,1
416,train/TRAIN10485.png,monk_1,male,0_17,2
418,train/TRAIN1049.png,monk_9,male,18_30,1
420,train/TRAIN10495.png,monk_6,male,0_17,1
421,train/TRAIN10498.png,monk_6,male,18_30,1
422,train/TRAIN10499.png,monk_4,male,18_30,3
424,train/TRAIN10502.png,monk_6,male,0_17,3
426,train/TRAIN1051.png,monk_4,male,0_17,2
427,train/TRAIN10512.png,monk_5,male,0_17,1
429,train/TRAIN10517.png,monk_7,male,31_60,2
431,train/TRAIN10534.png,monk_6,male,0_17,8
433,train/TRAIN10536.png,monk_8,male,61_100,2
434,train/TRAIN10538.png,monk_7,male,31_60,2
435,train/TRAIN1054.png,monk_6,male,31_60,2
436,train/TRAIN10540.png,monk_10,male,18_30,2
437,train/TRAIN10548.png,monk_5,male,31_60,1
439,train/TRAIN10552.png,monk_5,male,18_30,1
442,train/TRAIN10560.png,monk_5,male,0_17,7
443,train/TRAIN10562.png,monk_5,male,0_17,2
444,train/TRAIN10566.png,monk_6,male,31_60,2
445,train/TRAIN10571.png,monk_3,male,18_30,2
446,train/TRAIN10572.png,monk_3,male,31_60,1
449,train/TRAIN10580.png,monk_4,male,31_60,1
450,train/TRAIN10581.png,monk_4,male,31_60,3
452,train/TRAIN10594.png,monk_3,male,31_60,1
454,train/TRAIN10612.png,monk_4,male,18_30,2
455,train/TRAIN10615.png,monk_3,male,0_17,7
456,train/TRAIN10617.png,monk_4,male,31_60,2
457,train/TRAIN10619.png,monk_6,male,18_30,1
459,train/TRAIN10620.png,monk_7,male,18_30,0
460,train/TRAIN10621.png,monk_4,male,31_60,1
463,train/TRAIN10631.png,monk_10,male,18_30,2
464,train/TRAIN10632.png,monk_5,male,0_17,7
465,train/TRAIN10633.png,monk_10,male,31_60,2
466,train/TRAIN10634.png,monk_4,male,18_30,1
467,train/TRAIN10639.png,monk_3,male,31_60,1
468,train/TRAIN10642.png,monk_5,male,18_30,6
469,train/TRAIN10648.png,monk_7,male,0_17,1
470,train/TRAIN10652.png,monk_7,male,18_30,6
472,train/TRAIN10654.png,monk_7,male,18_30,6
473,train/TRAIN10659.png,monk_5,male,31_60,2
475,train/TRAIN10663.png,monk_4,male,18_30,1
476,train/TRAIN10667.png,monk_6,male,18_30,1
477,train/TRAIN1067.png,monk_2,male,0_17,2
478,train/TRAIN10673.png,monk_3,male,31_60,2
479,train/TRAIN10678.png,monk_3,male,18_30,1
480,train/TRAIN10679.png,monk_4,male,18_30,0
481,train/TRAIN10680.png,monk_2,male,0_17,7
482,train/TRAIN10683.png,monk_5,male,0_17,3
484,train/TRAIN10694.png,monk_7,male,0_17,1
486,train/TRAIN10699.png,monk_4,male,18_30,2
487,train/TRAIN10704.png,monk_4,male,18_30,1
488,train/TRAIN10705.png,monk_8,male,18_30,6
489,train/TRAIN10708.png,monk_3,male,18_30,2
490,train/TRAIN10710.png,monk_8,male,18_30,1
491,train/TRAIN10714.png,monk_2,male,0_17,7
492,train/TRAIN10717.png,monk_6,male,18_30,0
494,train/TRAIN10721.png,monk_5,male,18_30,6
495,train/TRAIN10723.png,monk_1,male,18_30,1
496,train/TRAIN10727.png,monk_1,male,0_17,7
497,train/TRAIN10730.png,monk_6,male,31_60,1
498,train/TRAIN10734.png,monk_2,male,18_30,6
500,train/TRAIN1074.png,monk_6,male,18_30,1
501,train/TRAIN10741.png,monk_4,male,18_30,2
502,train/TRAIN10742.png,monk_7,male,31_60,1
503,train/TRAIN10747.png,monk_6,male,61_100,2
505,train/TRAIN10749.png,monk_3,male,31_60,2
506,train/TRAIN10750.png,monk_8,male,18_30,2
508,train/TRAIN10768.png,monk_1,male,0_17,1
510,train/TRAIN10772.png,monk_3,male,18_30,1
511,train/TRAIN10773.png,monk_8,male,0_17,1
512,train/TRAIN10775.png,monk_4,male,0_17,1
513,train/TRAIN10778.png,monk_8,male,31_60,6
514,train/TRAIN10780.png,monk_9,male,18_30,6
515,train/TRAIN10781.png,monk_2,male,0_17,7
516,train/TRAIN10793.png,monk_4,male,31_60,3
517,train/TRAIN10797.png,monk_8,male,61_100,3
518,train/TRAIN10799.png,monk_2,male,18_30,1
522,train/TRAIN10814.png,monk_4,male,18_30,6
525,train/TRAIN10820.png,monk_2,male,31_60,2
526,train/TRAIN10822.png,monk_4,male,31_60,2
530,train/TRAIN10842.png,monk_6,male,18_30,2
531,train/TRAIN10845.png,monk_6,male,18_30,2
532,train/TRAIN10848.png,monk_2,male,61_100,3
533,train/TRAIN10850.png,monk_2,male,0_17,2
534,train/TRAIN10851.png,monk_6,male,0_17,1
536,train/TRAIN10855.png,monk_4,male,31_60,2
538,train/TRAIN10859.png,monk_6,male,0_17,1
539,train/TRAIN1086.png,monk_7,male,18_30,2
540,train/TRAIN10862.png,monk_7,male,0_17,2
542,train/TRAIN10872.png,monk_7,male,0_17,1
543,train/TRAIN10875.png,monk_1,male,18_30,8
544,train/TRAIN10876.png,monk_7,male,31_60,2
545,train/TRAIN10879.png,monk_3,male,18_30,3
546,train/TRAIN10888.png,monk_5,male,18_30,6
547,train/TRAIN1089.png,monk_2,male,0_17,2
549,train/TRAIN10904.png,monk_3,male,0_17,1
550,train/TRAIN10906.png,monk_8,male,31_60,1
551,train/TRAIN10907.png,monk_3,male,18_30,1
552,train/TRAIN10908.png,monk_3,male,0_17,2
553,train/TRAIN10911.png,monk_1,male,0_17,7
554,train/TRAIN10912.png,monk_5,male,0_17,1
555,train/TRAIN10914.png,monk_6,male,18_30,1
558,train/TRAIN1092.png,monk_2,male,31_60,3
562,train/TRAIN10932.png,monk_4,male,31_60,2
563,train/TRAIN10935.png,monk_3,male,31_60,6
564,train/TRAIN10936.png,monk_3,male,18_30,6
565,train/TRAIN10937.png,monk_5,male,0_17,1
566,train/TRAIN10944.png,monk_5,male,0_17,1
567,train/TRAIN10945.png,monk_7,male,31_60,2
569,train/TRAIN10949.png,monk_4,male,18_30,1
570,train/TRAIN1095.png,monk_5,male,18_30,1
572,train/TRAIN10957.png,monk_1,male,0_17,7
574,train/TRAIN1096.png,monk_2,male,0_17,2
576,train/TRAIN10962.png,monk_2,male,0_17,2
579,train/TRAIN10967.png,monk_4,male,31_60,2
581,train/TRAIN1097.png,monk_7,male,18_30,1
583,train/TRAIN10973.png,monk_1,male,0_17,8
584,train/TRAIN10974.png,monk_5,male,18_30,1
586,train/TRAIN10977.png,monk_6,male,61_100,1
589,train/TRAIN10983.png,monk_2,male,0_17,2
591,train/TRAIN1099.png,monk_4,male,18_30,0
592,train/TRAIN10994.png,monk_7,male,18_30,1
593,train/TRAIN10997.png,monk_3,male,18_30,1
594,train/TRAIN11001.png,monk_4,male,0_17,1
595,train/TRAIN11002.png,monk_4,male,18_30,2
597,train/TRAIN11009.png,monk_6,male,18_30,1
599,train/TRAIN1102.png,monk_2,male,0_17,1
601,train/TRAIN11025.png,monk_5,male,0_17,8
602,train/TRAIN11029.png,monk_3,male,31_60,3
604,train/TRAIN11035.png,monk_8,male,31_60,1
606,train/TRAIN11048.png,monk_6,male,31_60,2
607,train/TRAIN11052.png,monk_6,male,0_17,8
610,train/TRAIN11068.png,monk_5,male,31_60,1
611,train/TRAIN11074.png,monk_4,male,18_30,6
613,train/TRAIN11082.png,monk_4,male,31_60,1
614,train/TRAIN11083.png,monk_5,male,31_60,2
615,train/TRAIN11084.png,monk_8,male,0_17,2
616,train/TRAIN11086.png,monk_2,male,18_30,1
617,train/TRAIN11089.png,monk_9,male,31_60,2
618,train/TRAIN1109.png,monk_7,male,31_60,2
619,train/TRAIN11091.png,monk_8,male,61_100,2
620,train/TRAIN11094.png,monk_5,male,18_30,1
621,train/TRAIN11095.png,monk_6,male,18_30,1
624,train/TRAIN11103.png,monk_7,male,31_60,0
625,train/TRAIN11113.png,monk_3,male,18_30,1
626,train/TRAIN11114.png,monk_3,male,0_17,1
627,train/TRAIN11119.png,monk_7,male,18_30,1
628,train/TRAIN11122.png,monk_5,male,0_17,6
629,train/TRAIN11124.png,monk_1,male,0_17,1
630,train/TRAIN11127.png,monk_2,male,31_60,2
631,train/TRAIN11129.png,monk_4,male,18_30,2
633,train/TRAIN1114.png,monk_6,male,61_100,1
635,train/TRAIN11142.png,monk_9,male,18_30,2
636,train/TRAIN11149.png,monk_7,male,31_60,2
637,train/TRAIN1115.png,monk_3,male,31_60,2
640,train/TRAIN11153.png,monk_4,male,18_30,2
641,train/TRAIN11154.png,monk_3,male,0_17,1
643,train/TRAIN11156.png,monk_3,male,0_17,2
644,train/TRAIN11159.png,monk_8,male,31_60,1
645,train/TRAIN1116.png,monk_5,male,0_17,1
647,train/TRAIN11161.png,monk_3,male,0_17,8
648,train/TRAIN11162.png,monk_2,male,0_17,1
649,train/TRAIN11164.png,monk_5,male,31_60,2
650,train/TRAIN11165.png,monk_1,male,0_17,2
652,train/TRAIN1117.png,monk_7,male,31_60,2
653,train/TRAIN11173.png,monk_5,male,0_17,1
654,train/TRAIN11177.png,monk_3,male,31_60,2
655,train/TRAIN11180.png,monk_4,male,31_60,1
656,train/TRAIN11183.png,monk_7,male,31_60,1
661,train/TRAIN1119.png,monk_3,male,0_17,1
664,train/TRAIN11201.png,monk_4,male,18_30,0
665,train/TRAIN11203.png,monk_2,male,0_17,1
666,train/TRAIN11205.png,monk_3,male,18_30,1
667,train/TRAIN11206.png,monk_6,male,18_30,3
668,train/TRAIN11212.png,monk_1,male,0_17,7
669,train/TRAIN11214.png,monk_4,male,18_30,1
671,train/TRAIN11227.png,monk_10,male,0_17,1
672,train/TRAIN11234.png,monk_8,male,31_60,2
673,train/TRAIN11236.png,monk_7,male,31_60,3
674,train/TRAIN11237.png,monk_8,male,31_60,2
675,train/TRAIN11238.png,monk_5,male,18_30,6
676,train/TRAIN11239.png,monk_6,male,0_17,1
677,train/TRAIN11249.png,monk_3,male,0_17,7
680,train/TRAIN1126.png,monk_6,male,31_60,2
681,train/TRAIN11260.png,monk_5,male,0_17,2
683,train/TRAIN11268.png,monk_5,male,0_17,2
684,train/TRAIN11272.png,monk_1,male,0_17,8
685,train/TRAIN11275.png,monk_1,male,0_17,8
687,train/TRAIN11281.png,monk_7,male,0_17,7
689,train/TRAIN11290.png,monk_4,male,18_30,2
690,train/TRAIN11293.png,monk_4,male,31_60,1
691,train/TRAIN11294.png,monk_7,male,31_60,1
695,train/TRAIN11316.png,monk_3,male,18_30,1
696,train/TRAIN11319.png,monk_1,male,18_30,2
697,train/TRAIN1132.png,monk_5,male,31_60,2
698,train/TRAIN11320.png,monk_9,male,31_60,1
700,train/TRAIN11324.png,monk_9,male,0_17,1
702,train/TRAIN11330.png,monk_8,male,31_60,3
703,train/TRAIN11331.png,monk_6,male,31_60,2
704,train/TRAIN11340.png,monk_9,male,18_30,2
705,train/TRAIN11342.png,monk_5,male,31_60,1
707,train/TRAIN11355.png,monk_5,male,31_60,2
709,train/TRAIN11359.png,monk_8,male,31_60,2
712,train/TRAIN11364.png,monk_5,male,18_30,1
713,train/TRAIN11366.png,monk_4,male,18_30,1
714,train/TRAIN11368.png,monk_4,male,61_100,2
715,train/TRAIN1137.png,monk_3,male,31_60,1
717,train/TRAIN11376.png,monk_1,male,0_17,1
718,train/TRAIN11377.png,monk_5,male,0_17,1
721,train/TRAIN11395.png,monk_1,male,18_30,5
722,train/TRAIN11397.png,monk_4,male,0_17,1
724,train/TRAIN11404.png,monk_7,male,18_30,1
725,train/TRAIN11407.png,monk_6,male,18_30,2
727,train/TRAIN11415.png,monk_7,male,18_30,1
730,train/TRAIN11422.png,monk_3,male,18_30,2
731,train/TRAIN11423.png,monk_3,male,0_17,6
732,train/TRAIN1143.png,monk_5,male,18_30,0
733,train/TRAIN11430.png,monk_9,male,31_60,6
734,train/TRAIN11437.png,monk_3,male,31_60,2
735,train/TRAIN11441.png,monk_6,male,31_60,2
737,train/TRAIN11452.png,monk_5,male,18_30,2
740,train/TRAIN11466.png,monk_8,male,0_17,1
741,train/TRAIN11473.png,monk_8,male,0_17,1
